estado,unidade,equipamento,host
PR,2553-0 NOVO MUNDO,pr2553sw199.pr.caixa,pr2553sw199.pr.caixa
PR,2612-0 SR LONDRINA,PR2612SW120.pr.caixa,PR2612SW120.pr.caixa
PR,2612-0 SR LONDRINA,PR2612SW121.pr.caixa,PR2612SW121.pr.caixa
PR,2658-0 PM PATO BRANCO,pr2658ra1.pr.caixa,pr2658ra1.pr.caixa
PR,2658-0 PM PATO BRANCO,pr2658sw120.pr.caixa,pr2658sw120.pr.caixa
PR,2688-0 FORUM UMUARAMA,pr2688ra1.pr.caixa,pr2688ra1.pr.caixa
PR,2688-0 FORUM UMUARAMA,pr2688sw120.pr.caixa,pr2688sw120.pr.caixa
PR,2689-0 JF PONTA GROSSA,pr2689ra1.pr.caixa,pr2689ra1.pr.caixa
PR,2689-0 JF PONTA GROSSA,pr2689sw120.pr.caixa,pr2689sw120.pr.caixa
PR,2694-0 SR CURITIBA OESTE,pr2694sw120.pr.caixa,pr2694sw120.pr.caixa
PR,2695-0 JT UMUARAMA,pr2695ra1.pr.caixa,pr2695ra1.pr.caixa
PR,2695-0 JT UMUARAMA,pr2695sw120.pr.caixa,pr2695sw120.pr.caixa
PR,2697-0 JT CAMPO MOURAO,pr2697ra1.pr.caixa,pr2697ra1.pr.caixa
PR,2697-0 JT CAMPO MOURAO,pr2697sw120.pr.caixa,pr2697sw120.pr.caixa
PR,2702-0 SAUL ELKIND,pr2702ra1.pr.caixa,pr2702ra1.pr.caixa
PR,2702-0 SAUL ELKIND,pr2702sw120.pr.caixa,pr2702sw120.pr.caixa
PR,2702-0 SAUL ELKIND,pr2702sw121.pr.caixa,pr2702sw121.pr.caixa
PR,2702-0 SAUL ELKIND,pr2702sw122.pr.caixa,pr2702sw122.pr.caixa
PR,2702-0 SAUL ELKIND,pr2702sw123.pr.caixa,pr2702sw123.pr.caixa
PR,2706-0 JT PONTA GROSSA,pr2706ra1.pr.caixa,pr2706ra1.pr.caixa
PR,2706-0 JT PONTA GROSSA,pr2706sw120.pr.caixa,pr2706sw120.pr.caixa
PR,2709-0 JT PARANAVAI,pr2709ra1.pr.caixa,pr2709ra1.pr.caixa
PR,2709-0 JT PARANAVAI,pr2709sw120.pr.caixa,pr2709sw120.pr.caixa
PR,2711-0 FORUM ESTADUAL DE LONDRINA,pr2711ra1.pr.caixa,pr2711ra1.pr.caixa
PR,2711-0 FORUM ESTADUAL DE LONDRINA,pr2711sw150.pr.caixa,pr2711sw150.pr.caixa
PR,2711-0 FORUM ESTADUAL DE LONDRINA,pr2711sw151.pr.caixa,pr2711sw151.pr.caixa
PR,2729-0 JT GUARAPUAVA,pr2729ra1.pr.caixa,pr2729ra1.pr.caixa
PR,2729-0 JT GUARAPUAVA,pr2729sw120.pr.caixa,pr2729sw120.pr.caixa
PR,2731-0 PM LONDRINA,pr2731ra1.pr.caixa,pr2731ra1.pr.caixa
PR,2731-0 PM LONDRINA,pr2731sw120.pr.caixa,pr2731sw120.pr.caixa
PR,2731-0 PM LONDRINA,pr2731sw121.pr.caixa,pr2731sw121.pr.caixa
PR,2825 - PA HU LONDRINA,PR2825RA1.pr.caixa,PR2825RA1.pr.caixa
PR,2825 - PA HU LONDRINA,PR2825SW120.pr.caixa,PR2825SW120.pr.caixa
PR,2863-0 PEDRA BRANCA,pr2863ra1.pr.caixa,pr2863ra1.pr.caixa
PR,2863-0 PEDRA BRANCA,PR2863SW150.pr.caixa,PR2863SW150.pr.caixa
PR,2863-0 PEDRA BRANCA,PR2863SW151.pr.caixa,PR2863SW151.pr.caixa
PR,2863-0 PEDRA BRANCA,PR2863SW152.pr.caixa,PR2863SW152.pr.caixa
PR,2863-0 PEDRA BRANCA,PR2863SW199.pr.caixa,PR2863SW199.pr.caixa
PR,2863-1 FORUM ALMIRANTE TAMANDARE,pr2863ra2.pr.caixa,pr2863ra2.pr.caixa
PR,2863-1 FORUM ALMIRANTE TAMANDARE,pr2863sw220.pr.caixa,pr2863sw220.pr.caixa
PR,2864-0 FAZENDA RIO GRANDE,pr2864ra1.pr.caixa,pr2864ra1.pr.caixa
PR,2864-0 FAZENDA RIO GRANDE,pr2864sw150.pr.caixa,pr2864sw150.pr.caixa
PR,2864-0 FAZENDA RIO GRANDE,pr2864sw151.pr.caixa,pr2864sw151.pr.caixa
PR,2864-0 FAZENDA RIO GRANDE,pr2864sw152.pr.caixa,pr2864sw152.pr.caixa
PR,2864-0 FAZENDA RIO GRANDE,pr2864sw199.pr.caixa,pr2864sw199.pr.caixa
PR,2864-1 FORUM FAZENDA RIO GRANDE,pr2864ra2.pr.caixa,pr2864ra2.pr.caixa
PR,2864-1 FORUM FAZENDA RIO GRANDE,pr2864sw220.pr.caixa,pr2864sw220.pr.caixa
PR,2919-0 AGUAS DE SARANDI,pr2919ra1.pr.caixa,pr2919ra1.pr.caixa
PR,2919-0 AGUAS DE SARANDI,pr2919sw150.pr.caixa,pr2919sw150.pr.caixa
PR,2919-0 AGUAS DE SARANDI,pr2919sw151.pr.caixa,pr2919sw151.pr.caixa
PR,2919-0 AGUAS DE SARANDI,pr2919sw152.pr.caixa,pr2919sw152.pr.caixa
PR,2919-0 AGUAS DE SARANDI,pr2919sw199.pr.caixa,pr2919sw199.pr.caixa
PR,2931-0 TRT 9 REGIAO,pr2931ra1.pr.caixa,pr2931ra1.pr.caixa
PR,2931-0 TRT 9 REGIAO,pr2931sw150.pr.caixa,pr2931sw150.pr.caixa
PR,2932-0 JEF CURITIBA,pr2932ra1.pr.caixa,pr2932ra1.pr.caixa
PR,2932-0 JEF CURITIBA,pr2932sw120.pr.caixa,pr2932sw120.pr.caixa
PR,2932-0 JEF CURITIBA,pr2932sw121.pr.caixa,pr2932sw121.pr.caixa
PR,2937-0 ECOVILLE,pr2937ra1.pr.caixa,pr2937ra1.pr.caixa
PR,2937-0 ECOVILLE,pr2937sw150.pr.caixa,pr2937sw150.pr.caixa
PR,2937-0 ECOVILLE,pr2937sw151.pr.caixa,pr2937sw151.pr.caixa
PR,2937-0 ECOVILLE,pr2937sw152.pr.caixa,pr2937sw152.pr.caixa
PR,2937-0 ECOVILLE,pr2937sw199.pr.caixa,pr2937sw199.pr.caixa
PR,2939-0 TJ SEDE MAUA,pr2939ra1.pr.caixa,pr2939ra1.pr.caixa
PR,2939-0 TJ SEDE MAUA,pr2939sw150.pr.caixa,pr2939sw150.pr.caixa
PR,2957-0 PM PARANAVAI,pr2957ra1.pr.caixa,pr2957ra1.pr.caixa
PR,2957-0 PM PARANAVAI,pr2957sw120.pr.caixa,pr2957sw120.pr.caixa
PR,2958-0 UVARANAS,pr2958ra1.pr.caixa,pr2958ra1.pr.caixa
PR,2958-0 UVARANAS,pr2958sw150.pr.caixa,pr2958sw150.pr.caixa
PR,2958-0 UVARANAS,pr2958sw151.pr.caixa,pr2958sw151.pr.caixa
PR,2958-0 UVARANAS,pr2958sw152.pr.caixa,pr2958sw152.pr.caixa
PR,2958-0 UVARANAS,pr2958sw199.pr.caixa,pr2958sw199.pr.caixa
PR,2974-0 ALTO MARACANA,pr2974ra1.pr.caixa,pr2974ra1.pr.caixa
PR,2974-0 ALTO MARACANA,pr2974sw150.pr.caixa,pr2974sw150.pr.caixa
PR,2974-0 ALTO MARACANA,pr2974sw151.pr.caixa,pr2974sw151.pr.caixa
PR,2974-0 ALTO MARACANA,pr2974sw152.pr.caixa,pr2974sw152.pr.caixa
PR,2974-0 ALTO MARACANA,pr2974sw199.pr.caixa,pr2974sw199.pr.caixa
PR,2975-0 TINGUI,pr2975ra1.pr.caixa,pr2975ra1.pr.caixa
PR,2975-0 TINGUI,pr2975sw150.pr.caixa,pr2975sw150.pr.caixa
PR,2975-0 TINGUI,pr2975sw151.pr.caixa,pr2975sw151.pr.caixa
PR,2975-0 TINGUI,pr2975sw152.pr.caixa,pr2975sw152.pr.caixa
PR,2975-0 TINGUI,pr2975sw199.pr.caixa,pr2975sw199.pr.caixa
PR,2997-0 CIDADE INDUSTRIAL,pr2997ra1.pr.caixa,pr2997ra1.pr.caixa
PR,2997-0 CIDADE INDUSTRIAL,pr2997sw150.pr.caixa,pr2997sw150.pr.caixa
PR,2997-0 CIDADE INDUSTRIAL,pr2997sw151.pr.caixa,pr2997sw151.pr.caixa
PR,2997-0 CIDADE INDUSTRIAL,pr2997sw152.pr.caixa,pr2997sw152.pr.caixa
PR,2997-0 CIDADE INDUSTRIAL,pr2997sw153.pr.caixa,pr2997sw153.pr.caixa
PR,2997-0 CIDADE INDUSTRIAL,pr2997sw199.pr.caixa,pr2997sw199.pr.caixa
PR,2999-0 JF JACAREZINHO,pr2999ra1.pr.caixa,pr2999ra1.pr.caixa
PR,2999-0 JF JACAREZINHO,pr2999sw120.pr.caixa,pr2999sw120.pr.caixa
PR,3036-0 JF PATO BRANCO,pr3036ra1.pr.caixa,pr3036ra1.pr.caixa
PR,3036-0 JF PATO BRANCO,pr3036sw120.pr.caixa,pr3036sw120.pr.caixa
PR,3038-0 PA PM PARANAGUA,pr3038ra1.pr.caixa,pr3038ra1.pr.caixa
PR,3038-0 PA PM PARANAGUA,pr3038sw120.pr.caixa,pr3038sw120.pr.caixa
PR,3068-0 MADRE LEONIA,pr3068ra1.pr.caixa,pr3068ra1.pr.caixa
PR,3068-0 MADRE LEONIA,pr3068sw150.pr.caixa,pr3068sw150.pr.caixa
PR,3068-0 MADRE LEONIA,pr3068sw151.pr.caixa,pr3068sw151.pr.caixa
PR,3068-0 MADRE LEONIA,pr3068sw152.pr.caixa,pr3068sw152.pr.caixa
PR,3068-0 MADRE LEONIA,pr3068sw199.pr.caixa,pr3068sw199.pr.caixa
PR,3069-0 JT ROLANDIA - DISPONIVEL BKP,pr3069ra1.pr.caixa,pr3069ra1.pr.caixa
PR,3069-0 JT ROLANDIA - DISPONIVEL BKP,pr3069sw120.pr.caixa,pr3069sw120.pr.caixa
PR,3076 - UEL,pr3076ra1.pr.caixa,pr3076ra1.pr.caixa
PR,3076 - UEL,pr3076sw120.pr.caixa,pr3076sw120.pr.caixa
PR,3076 - UEL,pr3076sw121.pr.caixa,pr3076sw121.pr.caixa
PR,3076 - UEL,pr3076sw122.pr.caixa,pr3076sw122.pr.caixa
PR,3083-0 TRT PARANAGUA,pr3083ra1.pr.caixa,pr3083ra1.pr.caixa
PR,3083-0 TRT PARANAGUA,pr3083sw120.pr.caixa,pr3083sw120.pr.caixa
PR,3123-0 PIONEIROS,pr3123ra1.pr.caixa,pr3123ra1.pr.caixa
PR,3123-0 PIONEIROS,pr3123sw120.pr.caixa,pr3123sw120.pr.caixa
PR,3123-0 PIONEIROS,pr3123sw121.pr.caixa,pr3123sw121.pr.caixa
PR,3123-0 PIONEIROS,pr3123sw122.pr.caixa,pr3123sw122.pr.caixa
PR,3123-0 PIONEIROS,pr3123sw123.pr.caixa,pr3123sw123.pr.caixa
PR,3153-0 GOVERNO DO ESTADO DO PARANA,pr3153ra1.pr.caixa,pr3153ra1.pr.caixa
PR,3153-0 GOVERNO DO ESTADO DO PARANA,pr3153sw150.pr.caixa,pr3153sw150.pr.caixa
PR,3153-0 GOVERNO DO ESTADO DO PARANA,pr3153sw151.pr.caixa,pr3153sw151.pr.caixa
PR,3158-1 SANEPAR ENG REBOUCAS,pr3158ra2.pr.caixa,pr3158ra2.pr.caixa
PR,3162-0 TJ ESTADO DO PARANA,pr3162ra1.pr.caixa,pr3162ra1.pr.caixa
PR,3162-0 TJ ESTADO DO PARANA,pr3162sw150.pr.caixa,pr3162sw150.pr.caixa
PR,3162-0 TJ ESTADO DO PARANA,pr3162sw151.pr.caixa,pr3162sw151.pr.caixa
PR,3162-0 TJ ESTADO DO PARANA,pr3162sw152.pr.caixa,pr3162sw152.pr.caixa
PR,3164-0 MATINHOS,pr3164ra1.pr.caixa,pr3164ra1.pr.caixa
PR,3164-0 MATINHOS,pr3164sw120.pr.caixa,pr3164sw120.pr.caixa
PR,3164-0 MATINHOS,pr3164sw121.pr.caixa,pr3164sw121.pr.caixa
PR,3164-0 MATINHOS,pr3164sw122.pr.caixa,pr3164sw122.pr.caixa
PR,3164-1 SNC MATINHOS,pr3164ra2.pr.caixa,pr3164ra2.pr.caixa
PR,3168-0 PIRAI DO SUL,pr3168ra1.pr.caixa,pr3168ra1.pr.caixa
PR,3168-0 PIRAI DO SUL,pr3168sw120.pr.caixa,pr3168sw120.pr.caixa
PR,3168-0 PIRAI DO SUL,pr3168sw121.pr.caixa,pr3168sw121.pr.caixa
PR,3170-0 CIDADE GAUCHA,pr3170ra1.pr.caixa,pr3170ra1.pr.caixa
PR,3170-0 CIDADE GAUCHA,pr3170sw120.pr.caixa,pr3170sw120.pr.caixa
PR,3170-0 CIDADE GAUCHA,pr3170sw121.pr.caixa,pr3170sw121.pr.caixa
PR,3173-0 IMBITUVA,pr3173ra1.pr.caixa,pr3173ra1.pr.caixa
PR,3173-0 IMBITUVA,pr3173sw120.pr.caixa,pr3173sw120.pr.caixa
PR,3173-0 IMBITUVA,pr3173sw121.pr.caixa,pr3173sw121.pr.caixa
PR,3175-0 ARAPOTI,pr3175ra1.pr.caixa,pr3175ra1.pr.caixa
PR,3175-0 ARAPOTI,pr3175sw120.pr.caixa,pr3175sw120.pr.caixa
PR,3175-0 ARAPOTI,pr3175sw121.pr.caixa,pr3175sw121.pr.caixa
PR,3177-0 HOSPITAL UNIVERSITARIO MARINGA,pr3177ra1.pr.caixa,pr3177ra1.pr.caixa
PR,3177-0 HOSPITAL UNIVERSITARIO MARINGA,pr3177sw120.pr.caixa,pr3177sw120.pr.caixa
PR,3178-0 UEM,pr3178ra1.pr.caixa,pr3178ra1.pr.caixa
PR,3178-0 UEM,pr3178sw120.pr.caixa,pr3178sw120.pr.caixa
PR,3178-0 UEM,pr3178sw121.pr.caixa,pr3178sw121.pr.caixa
PR,3178-0 UEM,pr3178sw122.pr.caixa,pr3178sw122.pr.caixa
PR,3181-0 UNIOESTE,pr3181ra1.pr.caixa,pr3181ra1.pr.caixa
PR,3181-0 UNIOESTE,pr3181sw120.pr.caixa,pr3181sw120.pr.caixa
PR,3182-0 HOSPITAL UNIVERSITARIO CASCAVEL,pr3182ra1.pr.caixa,pr3182ra1.pr.caixa
PR,3182-0 HOSPITAL UNIVERSITARIO CASCAVEL,pr3182sw120.pr.caixa,pr3182sw120.pr.caixa
PR,3186-0 UEPG,pr3186ra1.pr.caixa,pr3186ra1.pr.caixa
PR,3186-0 UEPG,pr3186sw120.pr.caixa,pr3186sw120.pr.caixa
PR,3292-0 FORUM APUCARANA,pr3292ra1.pr.caixa,pr3292ra1.pr.caixa
PR,3292-0 FORUM APUCARANA,pr3292sw120.pr.caixa,pr3292sw120.pr.caixa
PR,3293-0 ILHA DO MEL,pr3293ra1.pr.caixa,pr3293ra1.pr.caixa
PR,3293-0 ILHA DO MEL,pr3293sw120.pr.caixa,pr3293sw120.pr.caixa
PR,3293-0 ILHA DO MEL,pr3293sw121.pr.caixa,pr3293sw121.pr.caixa
PR,3293-0 ILHA DO MEL,pr3293sw122.pr.caixa,pr3293sw122.pr.caixa
PR,3304-0 LAGOA DOURADA,pr3304ra1.pr.caixa,pr3304ra1.pr.caixa
PR,3304-0 LAGOA DOURADA,PR3304SW120.pr.caixa,PR3304SW120.pr.caixa
PR,3304-0 LAGOA DOURADA,PR3304SW121.pr.caixa,PR3304SW121.pr.caixa
PR,3304-0 LAGOA DOURADA,PR3304SW122.pr.caixa,pr3304sw122.pr.caixa
PR,3304-0 LAGOA DOURADA,PR3304SW123.pr.caixa,PR3304SW123.pr.caixa
PR,3322-0 FRANCISCO DEROSSO,pr3322ra1.pr.caixa,pr3322ra1.pr.caixa
PR,3322-0 FRANCISCO DEROSSO,pr3322sw150.pr.caixa,pr3322sw150.pr.caixa
PR,3322-0 FRANCISCO DEROSSO,pr3322sw151.pr.caixa,pr3322sw151.pr.caixa
PR,3322-0 FRANCISCO DEROSSO,pr3322sw152.pr.caixa,pr3322sw152.pr.caixa
PR,3322-0 FRANCISCO DEROSSO,pr3322sw199.pr.caixa,pr3322sw199.pr.caixa
PR,3326-0 UBIRATA,pr3326ra1.pr.caixa,pr3326ra1.pr.caixa
PR,3326-0 UBIRATA,pr3326sw120.pr.caixa,pr3326sw120.pr.caixa
PR,3326-0 UBIRATA,pr3326sw121.pr.caixa,pr3326sw121.pr.caixa
PR,3326-0 UBIRATA,pr3326sw122.pr.caixa,pr3326sw122.pr.caixa
PR,3327-0 ALTONIA,pr3327ra1.pr.caixa,pr3327ra1.pr.caixa
PR,3327-0 ALTONIA,pr3327sw120.pr.caixa,pr3327sw120.pr.caixa
PR,3327-0 ALTONIA,pr3327sw121.pr.caixa,pr3327sw121.pr.caixa
PR,3342-0 BARREIRINHA,pr3342ra1.pr.caixa,pr3342ra1.pr.caixa
PR,3342-0 BARREIRINHA,pr3342sw120.pr.caixa,pr3342sw120.pr.caixa
PR,3342-0 BARREIRINHA,pr3342sw121.pr.caixa,pr3342sw121.pr.caixa
PR,3342-0 BARREIRINHA,pr3342sw122.pr.caixa,pr3342sw122.pr.caixa
PR,3352-0 CRUZEIRO DO OESTE,pr3352ra1.pr.caixa,pr3352ra1.pr.caixa
PR,3352-0 CRUZEIRO DO OESTE,pr3352sw120.pr.caixa,pr3352sw120.pr.caixa
PR,3352-0 CRUZEIRO DO OESTE,pr3352sw121.pr.caixa,pr3352sw121.pr.caixa
PR,3352-0 CRUZEIRO DO OESTE,pr3352sw122.pr.caixa,pr3352sw122.pr.caixa
PR,3353-0 JT CAMBE,pr3353ra1.pr.caixa,pr3353ra1.pr.caixa
PR,3353-0 JT CAMBE,pr3353sw120.pr.caixa,pr3353sw120.pr.caixa
PR,3362-0 PAICANDU,pr3362ra1.pr.caixa,pr3362ra1.pr.caixa
PR,3362-0 PAICANDU,pr3362sw120.pr.caixa,pr3362sw120.pr.caixa
PR,3362-0 PAICANDU,pr3362sw121.pr.caixa,pr3362sw121.pr.caixa
PR,3362-0 PAICANDU,pr3362sw122.pr.caixa,pr3362sw122.pr.caixa
PR,3363-0 PM SAO JOSE DOS PINHAIS,pr3363ra1.pr.caixa,pr3363ra1.pr.caixa
PR,3363-0 PM SAO JOSE DOS PINHAIS,pr3363sw120.pr.caixa,pr3363sw120.pr.caixa
PR,3371-0 GRACIOSA,pr3371ra1.pr.caixa,pr3371ra1.pr.caixa
PR,3371-0 GRACIOSA,pr3371sw150.pr.caixa,pr3371sw150.pr.caixa
PR,3371-0 GRACIOSA,pr3371sw151.pr.caixa,pr3371sw151.pr.caixa
PR,3371-0 GRACIOSA,pr3371sw152.pr.caixa,pr3371sw152.pr.caixa
PR,3371-0 GRACIOSA,pr3371sw199.pr.caixa,pr3371sw199.pr.caixa
PR,3379-0 SITIO CERCADO,pr3379ra1.pr.caixa,pr3379ra1.pr.caixa
PR,3379-0 SITIO CERCADO,pr3379sw150.pr.caixa,pr3379sw150.pr.caixa
PR,3379-0 SITIO CERCADO,pr3379sw151.pr.caixa,pr3379sw151.pr.caixa
PR,3379-0 SITIO CERCADO,pr3379sw152.pr.caixa,pr3379sw152.pr.caixa
PR,3379-0 SITIO CERCADO,pr3379sw153.pr.caixa,pr3379sw153.pr.caixa
PR,3379-0 SITIO CERCADO,pr3379sw199.pr.caixa,pr3379sw199.pr.caixa
PR,3387-0 JARDIM DAS AMERICAS,pr3387ra1.pr.caixa,pr3387ra1.pr.caixa
PR,3387-0 JARDIM DAS AMERICAS,pr3387sw150.pr.caixa,pr3387sw150.pr.caixa
PR,3387-0 JARDIM DAS AMERICAS,pr3387sw151.pr.caixa,pr3387sw151.pr.caixa
PR,3387-0 JARDIM DAS AMERICAS,pr3387sw152.pr.caixa,pr3387sw152.pr.caixa
PR,3387-0 JARDIM DAS AMERICAS,pr3387sw199.pr.caixa,pr3387sw199.pr.caixa
PR,3397-0 BAIRRO FAZENDINHA,pr3397ra1.pr.caixa,pr3397ra1.pr.caixa
PR,3397-0 BAIRRO FAZENDINHA,PR3397SW150.pr.caixa,PR3397SW150.pr.caixa
PR,3397-0 BAIRRO FAZENDINHA,PR3397SW151.pr.caixa,PR3397SW151.pr.caixa
PR,3397-0 BAIRRO FAZENDINHA,PR3397SW152.pr.caixa,PR3397SW152.pr.caixa
PR,3397-0 BAIRRO FAZENDINHA,PR3397SW199.pr.caixa,PR3397SW199.pr.caixa
PR,3414-0 BAIRRO ALTO,pr3414ra1.pr.caixa,pr3414ra1.pr.caixa
PR,3414-0 BAIRRO ALTO,pr3414sw120.pr.caixa,pr3414sw120.pr.caixa
PR,3414-0 BAIRRO ALTO,pr3414sw121.pr.caixa,pr3414sw121.pr.caixa
PR,3414-0 BAIRRO ALTO,pr3414sw122.pr.caixa,pr3414sw122.pr.caixa
PR,3414-0 BAIRRO ALTO,pr3414sw123.pr.caixa,pr3414sw123.pr.caixa
PR,3426-0 PM PARAISO DO NORTE,pr3426ra1.pr.caixa,pr3426ra1.pr.caixa
PR,3426-0 PM PARAISO DO NORTE,pr3426sw120.pr.caixa,pr3426sw120.pr.caixa
PR,3426-0 PM PARAISO DO NORTE,pr3426sw121.pr.caixa,pr3426sw121.pr.caixa
PR,3492-0 PINHEIRO DO PARANA,pr3492ra1.pr.caixa,pr3492ra1.pr.caixa
PR,3492-0 PINHEIRO DO PARANA,pr3492sw120.pr.caixa,pr3492sw120.pr.caixa
PR,3492-0 PINHEIRO DO PARANA,pr3492sw121.pr.caixa,pr3492sw121.pr.caixa
PR,3492-0 PINHEIRO DO PARANA,pr3492sw122.pr.caixa,pr3492sw122.pr.caixa
PR,3493-0 ZILDA ARNS,pr3493ra1.pr.caixa,pr3493ra1.pr.caixa
PR,3493-0 ZILDA ARNS,pr3493sw120.pr.caixa,pr3493sw120.pr.caixa
PR,3493-0 ZILDA ARNS,pr3493sw121.pr.caixa,pr3493sw121.pr.caixa
PR,3493-0 ZILDA ARNS,pr3493sw122.pr.caixa,pr3493sw122.pr.caixa
PR,3509-0 AVENIDA IRAI,pr3509ra1.pr.caixa,pr3509ra1.pr.caixa
PR,3509-0 AVENIDA IRAI,pr3509sw120.pr.caixa,pr3509sw120.pr.caixa
PR,3509-0 AVENIDA IRAI,pr3509sw121.pr.caixa,pr3509sw121.pr.caixa
PR,3509-0 AVENIDA IRAI,pr3509sw122.pr.caixa,pr3509sw122.pr.caixa
PR,3510-0 GUARAITUBA,pr3510ra1.pr.caixa,pr3510ra1.pr.caixa
PR,3510-0 GUARAITUBA,PR3510SW120.pr.caixa,PR3510SW120.pr.caixa
PR,3510-0 GUARAITUBA,PR3510SW121.pr.caixa,PR3510SW121.pr.caixa
PR,3510-0 GUARAITUBA,PR3510SW122.pr.caixa,PR3510SW122.pr.caixa
PR,3511-0 CAMPINA GRANDE DO SUL,pr3511ra1.pr.caixa,pr3511ra1.pr.caixa
PR,3511-0 CAMPINA GRANDE DO SUL,pr3511sw150.pr.caixa,pr3511sw150.pr.caixa
PR,3511-0 CAMPINA GRANDE DO SUL,pr3511sw151.pr.caixa,pr3511sw151.pr.caixa
PR,3511-0 CAMPINA GRANDE DO SUL,pr3511sw152.pr.caixa,pr3511sw152.pr.caixa
PR,3511-0 CAMPINA GRANDE DO SUL,pr3511sw199.pr.caixa,pr3511sw199.pr.caixa
PR,3511-1 FORUM CAMPINA GRANDE DO SUL,pr3511ra2.pr.caixa,pr3511ra2.pr.caixa
PR,3511-1 FORUM CAMPINA GRANDE DO SUL,pr3511sw220.pr.caixa,pr3511sw220.pr.caixa
PR,3512-0 GUARATUBA,pr3512ra1.pr.caixa,pr3512ra1.pr.caixa
PR,3512-0 GUARATUBA,pr3512sw120.pr.caixa,pr3512sw120.pr.caixa
PR,3512-0 GUARATUBA,pr3512sw121.pr.caixa,pr3512sw121.pr.caixa
PR,3512-0 GUARATUBA,pr3512sw122.pr.caixa,pr3512sw122.pr.caixa
PR,3512-1 SNC GUARATUBA,pr3512ra2.pr.caixa,pr3512ra2.pr.caixa
PR,3514-0 CATUAI SHOPPING LONDRINA,pr3514ra1.pr.caixa,pr3514ra1.pr.caixa
PR,3514-0 CATUAI SHOPPING LONDRINA,pr3514sw120.pr.caixa,pr3514sw120.pr.caixa
PR,3514-0 CATUAI SHOPPING LONDRINA,pr3514sw121.pr.caixa,pr3514sw121.pr.caixa
PR,3531-0 KAKOGAWA,pr3531ra1.pr.caixa,pr3531ra1.pr.caixa
PR,3531-0 KAKOGAWA,pr3531sw120.pr.caixa,pr3531sw120.pr.caixa
PR,3531-0 KAKOGAWA,pr3531sw121.pr.caixa,pr3531sw121.pr.caixa
PR,3531-0 KAKOGAWA,pr3531sw122.pr.caixa,pr3531sw122.pr.caixa
PR,3531-0 KAKOGAWA,pr3531sw123.pr.caixa,pr3531sw123.pr.caixa
PR,3556-0 ANDRE DE BARROS,pr3556ra1.pr.caixa,pr3556ra1.pr.caixa
PR,3556-0 ANDRE DE BARROS,pr3556sw120.pr.caixa,pr3556sw120.pr.caixa
PR,3556-0 ANDRE DE BARROS,pr3556sw121.pr.caixa,pr3556sw121.pr.caixa
PR,3556-0 ANDRE DE BARROS,pr3556sw122.pr.caixa,pr3556sw122.pr.caixa
PR,3557-0 CAPAO RASO,pr3557ra1.pr.caixa,pr3557ra1.pr.caixa
PR,3557-0 CAPAO RASO,pr3557sw150.pr.caixa,pr3557sw150.pr.caixa
PR,3557-0 CAPAO RASO,pr3557sw151.pr.caixa,pr3557sw151.pr.caixa
PR,3557-0 CAPAO RASO,pr3557sw152.pr.caixa,pr3557sw152.pr.caixa
PR,3557-0 CAPAO RASO,pr3557sw199.pr.caixa,pr3557sw199.pr.caixa
PR,"3608-0 DIGITAL OESTE DO PARANA, PR",pr3608sw150.pr.caixa,pr3608sw150.pr.caixa
PR,"3608-0 DIGITAL OESTE DO PARANA, PR",pr3608sw151.pr.caixa,pr3608sw151.pr.caixa
PR,3626-0 PORTAL DE SAO JOSE,pr3626ra1.pr.caixa,pr3626ra1.pr.caixa
PR,3626-0 PORTAL DE SAO JOSE,pr3626sw120.pr.caixa,pr3626sw120.pr.caixa
PR,3626-0 PORTAL DE SAO JOSE,pr3626sw121.pr.caixa,pr3626sw121.pr.caixa
PR,3626-0 PORTAL DE SAO JOSE,pr3626sw122.pr.caixa,pr3626sw122.pr.caixa
PR,3627-0 CAPITAL DO BONE,pr3627ra1.pr.caixa,pr3627ra1.pr.caixa
PR,3627-0 CAPITAL DO BONE,pr3627sw120.pr.caixa,pr3627sw120.pr.caixa
PR,3627-0 CAPITAL DO BONE,pr3627sw121.pr.caixa,pr3627sw121.pr.caixa
PR,3627-0 CAPITAL DO BONE,pr3627sw124.pr.caixa,pr3627sw124.pr.caixa
PR,3634-0 SERTANOPOLIS,pr3634ra1.pr.caixa,pr3634ra1.pr.caixa
PR,3634-0 SERTANOPOLIS,pr3634sw120.pr.caixa,pr3634sw120.pr.caixa
PR,3634-0 SERTANOPOLIS,pr3634sw121.pr.caixa,pr3634sw121.pr.caixa
PR,3634-0 SERTANOPOLIS,pr3634sw122.pr.caixa,pr3634sw122.pr.caixa
PR,3635-0 PE VERMELHO,pr3635ra1.pr.caixa,pr3635ra1.pr.caixa
PR,3635-0 PE VERMELHO,pr3635sw120.pr.caixa,pr3635sw120.pr.caixa
PR,3635-0 PE VERMELHO,pr3635sw121.pr.caixa,pr3635sw121.pr.caixa
PR,3635-0 PE VERMELHO,pr3635sw122.pr.caixa,pr3635sw122.pr.caixa
PR,3636-0 FAXINAL,pr3636ra1.pr.caixa,pr3636ra1.pr.caixa
PR,3636-0 FAXINAL,pr3636sw120.pr.caixa,pr3636sw120.pr.caixa
PR,3636-0 FAXINAL,pr3636sw121.pr.caixa,pr3636sw121.pr.caixa
PR,3636-0 FAXINAL,pr3636sw122.pr.caixa,pr3636sw122.pr.caixa
